"","Title","Author","Format","Starts","Price","ISBN","Category","publishedDate","categories","pageCount"
"222","Free to Learn","Peter Gray","Paperback",4.5,"13.67",9780465084999,"Medical","2015-02-10","Education",0
"223","Disarming the Narcissist, Second Edition","Wendy T. Behary","Paperback",3.5,"10.59",9781608827602,"Medical","2013","Interpersonal relations",0
"224","Maybe You Should Talk to Someone","Lori Gottlieb","Paperback",4.5,"17.14",9781911617044,"Medical",NA,NA,NA
"225","Overcoming Anxiety, 2nd Edition","Helen Kennerley","Paperback",4,"6.07",9781849018784,"Medical",NA,NA,NA
"226","The Unexpected Joy of Being Sober","Catherine Gray","Paperback",4.5,"8.43",9781912023387,"Medical","2018-12-18","Biography & Autobiography",0
"227","Overcoming Multiple Sclerosis Cookbook","Ingrid Adelsberger","Paperback",4.5,"16.1",9781760113742,"Medical",NA,NA,NA
"228","The Polyvagal Theory in Therapy","Deborah A. Dana","Hardback",4.5,"26.74",9780393712377,"Medical",NA,NA,NA
"229","The Psychobiotic Revolution","Scott C. Anderson","Hardback",4,"16.3",9781426218460,"Medical",NA,NA,NA
"230","Just Eat It","Laura Thomas","Paperback",4,"12.62",9781509893911,"Medical",NA,NA,NA
"231","The Dance of Anger","Harriet Lerner","Paperback",4,"9.46",9780722536230,"Medical","1990","Body, Mind & Spirit, NULL",260
"232","The Physiology Coloring Book","Wynn Kapit","Paperback",4,"22.61",9780321036636,"Medical",NA,NA,NA
"233","Period Repair Manual","Lara Briden","Paperback",4.5,"14.63",9780648352402,"Medical",NA,NA,NA
"234","Grief Counselling and Grief Therapy","J. William Worden","Paperback",4,"37.03",9780415559997,"Medical",NA,NA,NA
"235","The Original Reiki Handbook of Dr. Mikao Usui","Mikao Usui","Paperback",4.5,"11.79",9780914955573,"Medical",NA,NA,NA
"236","The Sick Rose","Richard Barnett","Hardback",4.5,"21.08",9780500517345,"Medical",NA,NA,NA
"237","The Sports Gene","David Epstein","Paperback",4,"12.61",9781617230127,"Medical",NA,NA,NA
"238","The Web That Has No Weaver","Ted J. Kaptchuk","Paperback",4,"20.2",9780809228409,"Medical",NA,NA,NA
"239","Breaking Negative Thinking Patterns","Gitta Jacob","Paperback",4,"20.29",9781118877715,"Medical","2015-03-16","Psychology",215
"240","The Feeling Good Handbook","David D. Burns","Paperback",4,"13.26",9780452281325,"Medical",NA,NA,NA
"241","NeuroTribes","Steve Silberman","Paperback",4.5,"12.5",9781760113643,"Medical","2016-02-25","Asperger's syndrome",0
"242","Listening to the Animals: Becoming The Supervet","Noel Fitzpatrick","Paperback",4.5,"7.44",9781409183761,"Medical","2019-03-07","Biography & Autobiography",0
"243","The Anxiety and Phobia Workbook, 6th Edition","Edmund J. Bourne","Paperback",4,"18.26",9781626252158,"Medical","2015","PSYCHOLOGY",0
"244","Maps of Narrative Practice","Michael White","Hardback",4.5,"31.61",9780393705164,"Medical","2007-04-10","Psychology",324
"245","Ivy and the Inky Butterfly","Johanna Basford","Paperback",4.5,"14.94",9780753545652,"Medical","2017-09-07",NA,120
"246","Stiff","Mary Roach","Paperback",4,"9.66",9780141007458,"Medical","2004","Dead",303
"247","The Mindful Therapist","Daniel J. Siegel","Hardback",4,"26.19",9780393706451,"Medical","2010-04-27","Psychology",319
"248","Healing Stories for Challenging Behaviour","Susan Perrow","Paperback",4.5,"19.64",9781903458785,"Medical","2008","Juvenile Fiction",0
"249","Clean","Alejandro Junger","Paperback",4,"10.02",9780062201669,"Medical","2012-04-17","Health & Fitness",0
"250","Cognitive Behavioural Therapy For Dummies","Rhena Branch","Paperback",4,"16.56",9780470665411,"Medical","2010-10-25","Psychology",416
"251","The Diabetes Code","Dr. Jason Fung","Paperback",4.5,"14.73",9781771642651,"Medical","2018","Health & Fitness",0
"252","It Starts with the Egg","Rebecca Fett","Paperback",4.5,"18.55",9780999676189,"Medical","2019-02-28","Health & Fitness",326
"253","The Skincare Bible","Dr Anjali Mahto","Paperback",4,"14.63",9780241309100,"Medical","2018-05-29","Health & Fitness",0
"254","Psychoanalytic Diagnosis, Second Edition","Nancy McWilliams","Hardback",4.5,"44.17",9781609184940,"Medical","2011-07-14","Psychology",448
"255","I'm Ok, You're Ok","Thomas A. Harris","Paperback",3.5,"9.18",9780099557555,"Medical","2012","Psychology",290
"256","Pain and Prejudice","Gabrielle Jackson","Paperback",4,"21.8",9781760529093,"Medical","2019-09-03",NA,360
"257","The Wisdom of Menopause","Christiane Northrup","Paperback",4,"19.43",9780553386721,"Medical","2012","Health & Fitness",745
"258","The Emperor of All Maladies","Siddhartha Mukherjee","Paperback",4.5,"14.79",9781439170915,"Medical","2011-08-09","Health & Fitness",624
"259","Period Power","Maisie Hill","Paperback",4,"13.77",9781472963611,"Medical","2019-07-02","Health & Fitness",353
"260","French Women Don't Get Fat","Mireille Guiliano","Paperback",3.5,"10.23",9780099481324,"Medical","2006-02","Cooking",306
"261","The Pioppi Diet","Dr. Aseem Malhotra","Paperback",4,"8.09",9781405932639,"Medical","2017-06-29",NA,384
"262","Carbs & Cals Carb & Calorie Counter","Chris Cheyette","Paperback",4.5,"20.59",9781908261151,"Medical","2016-04",NA,352
"263","The Language of Kindness","Christie Watson","Paperback",4,"9.43",9781784706883,"Medical","2019-01-10",NA,352
"264","Seeing Voices","Oliver Sacks","Paperback",4,"5.44",9780330523646,"Medical","2011-09","American Sign Language",208
"265","Exploring Feelings","Tony Attwood","Paperback",4,"17.64",9781932565225,"Medical","2004","Psychology",132
"266","The Stress Solution","Dr Rangan Chatterjee","Paperback",4.5,"18.72",9780241317945,"Medical","2019-01-08","Health & Fitness",0
"267","The Healing Code","Alexander Loyd","Paperback",4,"13.56",9781455502004,"Medical","2013-09-10","Body, Mind & Spirit",0
"268","In Defense of Food","Michael Pollan","Paperback",4,"11.48",9780143114963,"Medical","2009-04-28","Health & Fitness",258
"269","Bad Pharma","Ben Goldacre","Paperback",4,"11.59",9780007498086,"Medical","2013","Health & Fitness",0
"270","First Aid for the USMLE Step 1 2019, Twenty-ninth edition","Tao Le","Paperback",4,"43.19",9781260143676,"Medical","2018-12-21","Medical",0
"271","The Vaccine-Friendly Plan","Thomas Paul","Paperback",4.5,"14.91",9781101884232,"Medical","2016-08-23","Medical",449
"272","Bartram's Encyclopedia of Herbal Medicine","Thomas Bartram","Paperback",4.5,"14.09",9781854875860,"Medical","1998","Botany, Medical",0
"273","Stop the Thyroid Madness","Janie A Bowthorpe","Paperback",4,"20.4",9780615477121,"Medical","2011","Adrenal glands",0
"274","The Postnatal Depletion Cure","Dr Oscar Serrallach","Paperback",3.5,"11.56",9780751573381,"Medical","2018-06-05",NA,304
"275","Essential Reiki","Diane Stein","Paperback",4,"15.05",9780895947369,"Medical","1995-04-01","Body, Mind & Spirit",169
"276","Existential Psychotherapy","Irvin D. Yalom","Hardback",4.5,"38.09",9780465021475,"Medical","1980-12-08","PHILOSOPHY",544
"277","An Introduction to Cognitive Behaviour Therapy","Helen Kennerley","Paperback",4,"36.0",9781473962583,"Medical","2016-11-30",NA,512
"278","Secret of Childhood","Maria Montessori","Paperback",4,"7.29",9780345305831,"Medical","1972","Education",256
"279","The Doctor's Kitchen: Supercharge your health with 100 delicious everyday recipes","Rupy Aujla","Paperback",4.5,"17.92",9780008239336,"Medical","2017-12-18","Cooking (Natural foods)",272
"280","The Thriving Adolescent","Louise Hayes","Paperback",4,"29.16",9781608828029,"Medical","2015","EDUCATION",0
"281","What to Do When Bad Habits Take Hold","Dawn Huebner","Paperback",4,"14.1",9781433803833,"Medical","2021-11-23","Juvenile Nonfiction",76
"282","Birthing from within","Pam England","Hardback",4,"18.76",9780965987301,"Medical","1998","Health & Fitness",340
"283","Miracle Ball Method","Elaine Petrone","Mixed media product",4,"15.97",9780761128687,"Medical","2003-12-10","Health & Fitness",290
"284","Wreck This Journal (Red)","Keri Smith","Paperback",4,"11.96",9780399162725,"Medical","2012-08-07","Crafts & Hobbies",226
"285","Essentials of Human Anatomy & Physiology, Global Edition","Elaine N. Marieb","Paperback",5,"59.76",9781292216119,"Medical","2017-09-12","Human anatomy",656
"286","With the End in Mind","Kathryn Mannix","Paperback",4.5,"8.48",9780008210915,"Medical","2019-02-05","Biography & Autobiography",352
"287","Balanced and Barefoot","Angela J. Hanscom","Paperback",4,"11.44",9781626253735,"Medical","2016","FAMILY & RELATIONSHIPS",0
"288","Dissolving Illusions","Roman Bystrianyk","Paperback",4.5,"24.31",9781480216891,"Medical","2013","Communicable diseases",0
"289","Lewis's Medical-Surgical Nursing","Diane Brown","Hardback",5,"101.85",9780729541770,"Medical","2014-10-31","Nursing",2048
"290","Gut","Giulia Enders","Paperback",4,"12.31",9781911344773,"Medical","2017","Health & Fitness",0
"291","The Longevity Paradox","Steven R. Gundry","Hardback",4,"16.55",9780062843395,"Medical","2019-03-19","Health & Fitness",384
"292","The Eczema Diet","Karen Fischer","Paperback",3.5,"12.11",9781921966460,"Medical",NA,NA,NA
"293","Healing Developmental Trauma","Laurence Heller","Paperback",4,"16.54",9781583944899,"Medical","2012-09-25","Psychology",321
"294","Contented Dementia","Oliver James","Paperback",4,"14.51",9780091901813,"Medical","2009","Family & Relationships",305
"295","DBT (R) Skills Manual for Adolescents","Jill H. Rathus","Paperback",4.5,"45.83",9781462515356,"Medical","2014-11-20","Psychology",409
"296","Starving the Anxiety Gremlin for Children Aged 5-9","Kate Collins-Donnelly","Paperback",4,"16.66",9781849054928,"Medical","2014","Psychology",192
"297","The Mind-Gut Connection","Emeran Mayer","Paperback",3.5,"11.66",9780062376589,"Medical","2018-06-05","Health & Fitness",0
"298","Allen Carr's Easy Way for Women to Stop Smoking","Allen Carr","Paperback",4,"7.47",9781848374645,"Medical","2009","Health & Fitness",241
"299","Dibs in Search of Self","Virginia M. Axline","Paperback",4,"9.27",9780140134599,"Medical","1990","Education",197
"300","Discovery of the Child","Maria Montessori","Paperback",4,"7.8",9780345336569,"Medical","1986-05-12","Psychology",0
"301","Clinical Handbook of Psychological Disorders, Fifth Edition","David H. Barlow","Hardback",4,"68.7",9781462513260,"Medical","2014-03-07","Psychology",0
"302","Why Love Matters","Sue Gerhardt","Paperback",4.5,"22.0",9780415870535,"Medical","2015","FAMILY & RELATIONSHIPS",0
"303","All That Remains","Professor Sue Black","Paperback",4.5,"9.46",9781784162818,"Medical","2019","Biography & Autobiography",0
"304","The Omnivore's Dilemma","Michael Pollan","Paperback",4,"16.03",9780143038580,"Medical","2007-08-28","Health & Fitness",0
"305","The Low-Fodmap Diet Cookbook","Sue Shepherd","Paperback",4,"19.23",9781615191918,"Medical","2014-07-15","Health & Fitness",250
"306","In Defence of Food","Michael Pollan","Paperback",4,"8.22",9780141034720,"Medical","2008-01-31","Business & Economics",264
"307","Beyond the Pill","Jolene Brighten","Hardback",4,"20.34",9780062847058,"Medical",NA,NA,NA
"308","Gray's Anatomy for Students","Richard Drake","Paperback",4.5,"81.73",9780702051319,"Medical",NA,"Anatomy, Surgical and topographical",0
"309","Treatment Plans and Interventions for Depression and Anxiety Disorders, 2e","Robert L. Leahy","Paperback",4,"67.81",9781609186494,"Medical","2011-10-26","Psychology",740
"310","Essential Examination, third edition","Alasdair K. B. Ruthven","Spiral bound",4.5,"25.99",9781907904103,"Medical","2015-11-11","Physical diagnosis",0
"311","Mess","Keri Smith","Paperback",4,"10.13",9781846144479,"Medical","2010","Accidents",0
"312","How to Be a Superhero Called Self-Control!","Lauren Brukner","Hardback",4,"17.32",9781849057172,"Medical","2015-11-10","Child psychology",112
"313","Clinical Cases for General Practice Exams","Susan Wearne","Paperback",0,"40.07",9781743074497,"Medical","2016-01-20",NA,385
"314","The FastDiet Cookbook","Mimi Spencer","Paperback",3.5,"20.34",9781476749860,"Medical","2013-07-02","Cooking",272
"315","All Creatures Great and Small","James Herriot","Paperback",4.5,"10.34",9781447225997,"Medical","2013","Veterinarians",0
"316","The Wise Heart","Jack Kornfield","Paperback",4.5,"17.98",9780553382334,"Medical","2009-05-19","Psychology",0
"317","An Early Start for Your Child with Autism","Sally J. Rogers","Paperback",4.5,"15.18",9781609184704,"Medical","2012-05-21","Psychology",354
"318","The Polyvagal Theory","Stephen W. Porges","Hardback",4,"37.06",9780393707007,"Medical","2011-04-26","Psychology",0
"319","Trauma And Memory","Peter A. Levine","Paperback",4,"16.41",9781583949948,"Medical",NA,NA,NA
"320","Neurological Rehabilitation","Janet H. Carr","Paperback",4.5,"48.6",9780702040511,"Medical",NA,NA,NA
"321","Eat Right for Your Type Comple","Peter D'Adamo","Paperback",3.5,"28.88",9781573229203,"Medical","2002","Health & Fitness",612
"322","Neurocomic","Matteo Farinella","Hardback",3.5,"15.08",9781907704703,"Medical","2014-04-15","Comics & Graphic Novels",0
"323","The Spark in the Machine","Dr Daniel Keown","Paperback",4.5,"16.98",9781848191969,"Medical","2014","Medical",294
"324","The Maudsley Prescribing Guidelines in Psychiatry","David M. Taylor","Paperback",4.5,"62.12",9781119442608,"Medical",NA,NA,NA
"325","The New Optimum Nutrition Bible","Patrick Holford","Paperback",4,"18.49",9781580911672,"Medical","2005-08-01","Health & Fitness",585
"326","Momma And The Meaning Of Life","Irvin D. Yalom","Paperback",4,"10.56",9780749927486,"Medical","2006","Psychotherapist and patient",0
"327","Body by Science","John R. Little","Paperback",4,"16.73",9780071597173,"Medical","2008-12-11","Sports & Recreation",288
"328","The Intuitive Eating Workbook","Evelyn Tribole","Paperback",4.5,"20.5",9781626256224,"Medical","2017","Appetite",0
"329","Trim Healthy Mama","Pearl P Barrett","Paperback",4,"21.49",9780988775114,"Medical","2012","Christian life",0
"330","The Butchering Art","Lindsey Fitzharris","Paperback",4.5,"10.02",9780141983387,"Medical","2018","Biography & Autobiography",0
"331","The Pocket Guide to The Polyvagal Theory","Stephen Porges","Paperback",4.5,"25.29",9780393707878,"Medical","2017-09-05","Psychology",0
"332","The Happiness Hypothesis","Jonathan Haidt","Paperback",4,"13.82",9780465028023,"Medical","2006-12-26","Psychology",320
"333","How to Be Human","Ruby Wax","Paperback",4,"7.62",9780241294758,"Medical","2018-12-27","Family & Relationships",0
"334","Womancode","Alisa Vitti","Paperback",4,"14.36",9780062130792,"Medical","2014-05-06","Health & Fitness",0
"335","What Doesn't Kill Us","Scott Carney","Paperback",4,"10.17",9781911617549,"Medical","2019","Acclimatization",272
"336","Starving the Anxiety Gremlin","Kate Collins-Donnelly","Paperback",4.5,"17.0",9781849053419,"Medical","2013-01-01","Psychology",170
"337","Smart but Scattered Teens","Richard Guare","Paperback",4,"17.14",9781609182298,"Medical","2012-12-17","Family & Relationships",304
"338","Twas The Nightshift Before Christmas","Adam Kay","Hardback",4.5,"11.1",9781529018585,"Medical","2019-10-15","Biography & Autobiography",0
"339","Becoming Myself","Irvin D. Yalom","Hardback",4,"15.35",9780349410067,"Medical","2017-10-03",NA,352
"340","True Refuge","Tara Brach","Paperback",4.5,"12.71",9781781802663,"Medical","2013","Buddhism",336
"341","A Brief History of Medicine","Paul Strathern","Paperback",4,"6.6",9781845291556,"Medical","2005","History",436
"342","The Mind's Eye","Oliver Sacks","Paperback",4,"8.36",9780330508902,"Medical",NA,NA,NA
"343","Introduction to Veterinary Anatomy and Physiology Textbook","Victoria Aspinall","Paperback",4.5,"44.42",9780702057359,"Medical",NA,NA,NA
"344","The Autism Discussion Page on anxiety, behavior, school, and parenting strategies","Bill Nason","Paperback",4.5,"20.93",9781849059954,"Medical","2014","Family & Relationships",336
"345","Unthinkable","Helen Thomson","Paperback",4,"6.65",9781473611771,"Medical",NA,NA,NA
"346","Trauma and the Body","Pat Ogden","Hardback",4.5,"37.11",9780393704570,"Medical","2006-09-19","Psychology",363
"347","Brain On Fire: My Month of Madness","Susannah Cahalan","Paperback",4,"9.95",9780141975344,"Medical","2013-09-05","Autoimmune diseases",0
"348","Overcoming Depression 3rd Edition","Prof Paul Gilbert","Paperback",4,"8.44",9781849010665,"Medical","2009","Cognitive therapy",594
"349","The How Not to Die Cookbook","Michael Greger","Hardback",4,"24.64",9781250127761,"Medical","2017-12-05","Cooking",274
"350","Becoming Attached","Robert Karen","Paperback",4,"20.3",9780195115017,"Medical","1998","Family & Relationships, Attachment behavior",516
"351","Ganong's Review of Medical Physiology, Twenty-Fifth Edition","Kim E. Barrett","Paperback",4,"55.68",9780071825108,"Medical","2015-10-28","Medical",768
